age,name,location,organization,position
22.0,于宝明,深圳市,市运输局建设处,处长
22.0,于宝明,深圳市,市交通局规划建设处,调研员;处长
22.0,于宝明,深圳市,市交通局,总工程师;副局长
22.0,于宝明,深圳市,市交通运输委,党组成员;副主任
23.0,余璟,深圳市,能源集团东部电厂,总经理
23.0,余璟,深圳市,东部电厂二期厂,办主任
21.0,凌冲,深圳市,深圳市委员会,副部长;部长
21.0,凌冲,深圳市,深圳市团校,副校长(正处级)
21.0,凌冲,深圳市,深圳市委教育基地,主任
21.0,凌冲,深圳市,深圳市老龄工作委员会办公室,主任
21.0,凌冲,深圳市,市民政局救灾救济和低保处,处长
21.0,凌冲,深圳市,市民政局救灾救助和慈善处,处长
21.0,凌冲,深圳市,市民间组织管理局,局长
21.0,凌冲,深圳市,社会组织管理局,Blank
21.0,凌冲,深圳市,社会组织,Blank
26.0,刘世会,深圳市,市规划与国土资源局机关服务中心,中心主任
26.0,刘世会,深圳市,市国土资源和房产管理局,办公室主任
26.0,刘世会,深圳市,地政和监察分局,局长
26.0,刘世会,深圳市,直属分局,局长
26.0,刘世会,深圳市,市规划和国土资源委员会行政监察处,处长
26.0,刘世会,深圳市,秘书处,处长
26.0,刘世会,深圳市,办公室（信访办）,Blank
26.0,刘世会,深圳市,机关党委（人事处）,Blank
26.0,刘世会,深圳市,龙岗管理局,Blank
26.0,刘世会,深圳市,坪山管理局,Blank
26.0,刘世会,深圳市,山水宾馆,Blank
24.0,刘初汉,武汉省,武汉大学法学专业,学生
23.0,吴学龙,武汉市,武汉城市建筑学院环境工程系,教师
19.0,尹杰,南京市,南京大学环境化学专业,学生
23.0,廖远飞,深圳市,深圳市委办公厅,正处级秘书
23.0,廖远飞,深圳市,市工商行政管理局（物价局）宝安分局,局长
23.0,廖远飞,深圳市,市工商行政管理局（物价局）,副局长
23.0,廖远飞,深圳市,市场监管局,副局长
23.0,廖远飞,深圳市,市场监管局（知识产权局）,副局长
23.0,廖远飞,深圳市,市委办公厅,副主任
20.0,张亚立,兰州市,兰州大学化学专业,学员
22.0,张学凡,深圳市,深圳市福田区建筑工务局,局长
22.0,张学凡,深圳市,福田区住房和建设局,局长
22.0,张学凡,深圳市,深圳市住房和建设局,党组成员
22.0,张学凡,深圳市,市住房保障署,署长
25.0,张福通,深圳市,市财政培训中心,主任（副处级）
25.0,张福通,深圳市,市财政局,党组成员;总经济师（副局级）
25.0,张福通,深圳市,市财政局,党组成员;副局长
25.0,张福通,深圳市,市财政委员会,党组成员;副主任
25.0,曾岳雄,深圳市,深圳警备区,营级干事
25.0,曾岳雄,深圳市,深圳市盐田区委（区政府）,办公室副主任
25.0,曾岳雄,深圳市,盐田区城市管理局,局长
25.0,曾岳雄,深圳市,盐田区沙头角街道,党工委书记;办事处主任;区委委员
25.0,曾岳雄,深圳市,盐田区委,常委;区社会工作委员会主任
23.0,李福民,深圳市,市建筑工务署土地投资开发中心,主任
23.0,李福民,深圳市,市光明新区党工委（管委会）,副主任
25.0,李郑祥,湖北省,华中理工大学工业自动化专业,硕士研究生
25.0,李郑祥,郑州市,郑州轻工业学院,助教
27.0,杨青,深圳市,市发展和改革局,副调研员;调研员
27.0,杨青,深圳市,市轨道交通建设指挥部,办公室调研员;处长
24.0,林翰章,深圳市,深圳市环境保护局政策法规处,处长
24.0,林翰章,深圳市,深圳市环境保护局,办公室主任
24.0,林翰章,深圳市,局机关,党委副书记
24.0,林翰章,深圳市,局机关,纪委书记;党组成员
24.0,林翰章,深圳市,深圳市环境保护局,副局长;党组成员
24.0,林翰章,深圳市,深圳市人居环境委员会,党组成员;副主任
24.0,林翰章,深圳市,深圳市水务局,巡视员
25.0,沙新华,吉林省,吉林工业大学管理工程,研究生硕士
23.0,王东,深圳市,市南山区人大常委办公室,副主任
23.0,王东,深圳市,市南山区西丽街道,党工委书记;主任
23.0,王东,深圳市,市南山区人大常委会,副主任;党组成员
23.0,王东,深圳市,区总工会,主席
23.0,王东,深圳市,市南山区政府,副区长;党组成员
23.0,王东,深圳市,区总工会,主席
23.0,王东,深圳市,市南山区政府,副区长;党组成员
23.0,王东,深圳市,计划财务处,Blank
23.0,王东,深圳市,市政交通处（市地下管线管理办公室）,Blank
23.0,王东,深圳市,生态修复和地质环境处（市地面坍塌防治领导小组办公室）,Blank
23.0,王东,深圳市,南山管理局,Blank
23.0,王东,深圳市,宝安管理局,Blank
23.0,王东,深圳市,市梧桐山风景管理处,Blank
23.0,王东,深圳市,深圳大鹏半岛国家地质公园管理处,Blank
23.0,王东,深圳市,广东内伶仃福田国家自然保护区管理局,Blank
24.0,王伟雄,深圳市,深圳市环境保护局,科员
22.0,王幼鹏,深圳市,市规划与国土资源局南山分局,局长
22.0,王幼鹏,深圳市,市规划局滨海分局,局长
22.0,王幼鹏,深圳市,市规划局,副局长;党组成员
22.0,王幼鹏,深圳市,市规划和国土资源委员会,副主任;党组成员
22.0,王幼鹏,深圳市,中共深圳市龙岗区,区委常委;副区长;常务副区长
22.0,王幼鹏,深圳市,市人民政府,副秘书长（正局级）
24.0,王爱朝,深圳市,深圳市土地投资开发中心,总工程师
24.0,王爱朝,深圳市,市建筑工务署土地开发中心,总工程师
24.0,王爱朝,深圳市,光明新区建筑工务和土地开发中心,主任
24.0,王爱朝,深圳市,光明新区土地整备中心,主任
24.0,王爱朝,深圳市,前海管理局规划建设处,处长
18.0,聂新平,北京市,经济管理系国民经济管理专业,学习生
24.0,肖民,深圳市,铁道部第三勘察设计院,副总工程师
24.0,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记
24.0,胡晓清,深圳市,深圳市外资服务中心,科员
24.0,胡晓清,深圳市,深圳市信息中心,科员
25.0,苏剑,深圳市,市公路局政工人事处,处长
25.0,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长
25.0,苏剑,深圳市,西部交通局,局长
25.0,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长
25.0,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长
23.0,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长
23.0,詹有力,深圳市,原市房地产估价中心,副主任
23.0,詹有力,深圳市,市土地储备中心,副主任
23.0,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员
23.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员
23.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长
23.0,詹有力,深圳市,政策法规处（审批综合处）,Blank
23.0,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank
23.0,詹有力,深圳市,福田管理局,Blank
23.0,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank
23.0,詹有力,深圳市,市不动产登记中心,Blank
23.0,詹有力,深圳市,市数字城市工程研究中心秘书,Blank
27.0,许露露,深圳市,部队,兵人
24.0,贾兴东,西安市,西安交通大学,助教;讲师;副教授
26.0,邱宣,北京市,北京大学生物化学系,进修硕士研究生
26.0,邱宣,广西省,广西师范大学化学系,助教
26.0,郑小霞,深圳市,市民政局办公室,助理调研员
26.0,郑小霞,深圳市,财务审计处,副处长
26.0,郑小霞,深圳市,政工人事处,处长
26.0,郑小霞,深圳市,社会福利和社会事务处,处长
26.0,郑小霞,深圳市,市社会福利中心,Blank
26.0,郑小霞,深圳市,分管领域和分管部门单位,Blank
23.0,郭建,深圳市,深圳市委组织部老干处,副处长
23.0,郭建,深圳市,组织处,处长
23.0,郭建,深圳市,组织一处,主任
23.0,郭建,深圳市,组织二处,调研员
23.0,郭建,深圳市,机关,调研员
23.0,郭建,深圳市,Blank,党委副书记
23.0,郭建,深圳市,分管领域和分管部门单位,Blank
25.0,钟伟民,深圳市,深圳市水务局供水管理处,处长
25.0,钟伟民,深圳市,深圳市水务局,局长助理
25.0,钟伟民,深圳市,深圳市水务局水资源处,处长
